Date,Close,High,Low,Open,Volume,Media_Movel_7d,Volatilidade_7d
2025-02-21,34.482383728027344,34.60813295314582,34.284775844892934,34.60813295314582,30115200,29.019592012677872,14.35749134236322
2025-02-21,51.387535095214844,51.387535095214844,50.85740368656862,51.15781238359969,37134700,31.42819731576102,16.66436188459873
2025-02-21,26.647329330444336,26.736969111033332,26.51694467532217,26.704372506996116,34362303,31.41655513218471,16.66822020222414
2025-02-24,34.239864349365234,34.590166725337454,33.952436583110625,34.581186106696045,27830300,31.367794581821986,16.65791562386058
2025-02-24,50.91925048828125,51.749790565409874,50.78671595542874,51.33451884159897,19081700,37.07755824497768,15.286797961812349
2025-02-24,26.500646591186523,26.867353987053455,26.337667091713847,26.78586247629041,29019415,33.57530130658831,14.34012446261026
2025-02-24,10.657657623291016,10.868427730818764,10.611837768715972,10.868427730818764,30213900,33.54780960083008,14.391046549832735
2025-02-25,34.0871696472168,34.52729191265288,33.979385092107236,34.239864148087904,31960900,33.49135044642857,14.38754375495413
2025-02-25,50.42445755004883,50.75137178754932,50.26541746250954,50.6276746906839,19554800,33.35376793997629,14.191151470669832
2025-02-25,10.785953521728516,10.822609232233019,10.675985516273927,10.740133665112616,33494400,31.08785711015974,16.516265447295982
2025-02-25,26.769567489624023,27.00589025856603,26.590289665794675,26.712524305538285,29667378,30.020671844482422,16.520000155494
2025-02-26,50.11521530151367,50.97226092559151,50.11521530151367,50.689523738401874,25399100,29.905809674944198,16.352421660693288
2025-02-26,34.0871696472168,34.35663274819531,33.90752643776138,34.35663274819531,27420200,30.98959868294852,16.340525339924593
2025-02-26,26.704378128051758,27.038488987194118,26.68807982260249,27.014040648506683,24486962,33.28198732648577,13.965830792854748
2025-02-26,10.575181007385254,10.941738059623185,10.52019701257909,10.905082354399392,51824900,29.923131806509836,16.361764066581756
2025-02-27,49.74412155151367,50.35377636112794,49.48788991763211,49.876656085036736,18658000,29.825940949576243,16.221102998938697
2025-02-27,26.679927825927734,26.989590303154408,26.679927825927734,26.86735567088919,23485390,32.09650870731899,14.08328220939713
2025-02-27,10.511035919189453,10.648494623769313,10.474380206372082,10.584347344824195,40713100,29.77386134011405,16.27793252607522
2025-02-27,32.883567810058594,33.00033642157123,31.868586489946313,32.65901463290868,129693500,27.31219741276332,13.80403076549548
2025-02-28,26.028003692626953,26.818459925250533,26.028003692626953,26.679926994130284,40016653,26.16088799067906,13.477004509435302
2025-02-28,48.7280387878418,49.602755976797916,48.7280387878418,49.42604437816743,46789400,29.30712522779192,15.965938512925614
2025-02-28,10.300263404846191,10.520197649504452,10.27277184274916,10.49270608740742,84387200,29.267851284572057,16.019942886773666
2025-02-28,32.27278137207031,32.82967226574369,32.164996811516296,32.77578169867139,55476800,26.771945544651576,13.453478875498343
2025-03-05,49.116798400878906,49.673438720541036,48.94008681378851,49.61159017063338,13843400,29.977212769644602,15.88156362548238
2025-03-05,26.41745948791504,26.55607078626188,26.091318469570556,26.425614026523977,29404182,32.24955899374826,13.607224060890543
2025-03-05,10.511035919189453,10.584347344824195,10.300264915033722,10.300264915033722,41379800,29.05348300933838,15.872388951975624
2025-03-05,31.096120834350586,31.536246538358185,31.033246223265117,31.455407263189823,48552000,29.777499743870326,15.826906566676957
2025-03-06,26.466381072998047,26.686527182431675,26.262542278559565,26.417459128012617,21081617,26.597262927464076,13.441162289514907
2025-03-06,10.602245330810547,10.67568072505912,10.363579861793205,10.482912596301876,44187500,26.640403202601842,13.380485971818196
2025-03-06,30.772764205932617,31.545227641305093,30.5661757054229,31.266783909770393,47749600,26.426115036010742,13.286934163190157
2025-03-06,49.655765533447266,49.93850271496426,49.08145373758853,49.160973780546,17678400,26.503110340663365,13.441005477465072
2025-03-07,31.105104446411133,31.37456755108322,30.745818022575502,30.79971201407363,28074700,27.172773906162806,13.55234074563957
2025-03-07,26.58053207397461,26.841445605189204,26.295158449833846,26.401153360514332,23391804,29.468416213989258,11.458934363764648
2025-03-07,10.730755805969238,10.831730119960744,10.482911592956814,10.5379876956623,29808500,26.55907835279192,13.398033613304104
2025-03-07,50.380279541015625,50.67185078230985,49.08145330758696,49.46138202388932,25480600,29.97534956250872,16.13892034098073
2025-03-10,26.816984176635742,26.816984176635742,26.303311645015295,26.458228506011842,31361893,32.29174082619803,13.90375802656782
2025-03-10,10.574707984924316,10.666501796172243,10.482913298257378,10.611425684507289,42234700,29.406304223196848,16.1808989155659
2025-03-10,31.096120834350586,31.096120834350586,30.539229953418157,31.06019493259412,35037200,26.754926409040177,13.629227814545953
2025-03-10,49.56492233276367,50.079021881482646,48.88557199790435,49.78524971020308,23626600,29.392043249947683,16.161818551656605
2025-03-11,10.51045036315918,10.602245041171667,10.345221168323201,10.583885755401598,43087500,27.096317291259766,17.69625065980586
2025-03-11,26.58053207397461,26.865905698115373,26.42561521544114,26.865905698115373,21005253,29.36057104383196,16.20437307620672
2025-03-11,30.629051208496094,31.347624098106017,30.458392031738946,31.212890824701788,28805400,26.538966996329172,13.413556522990355
2025-03-11,49.9780387878418,50.235092073226525,49.03245979736266,49.647547710131114,23060100,29.847689083644322,16.084258824029728
2025-03-12,10.51045036315918,10.574706987935492,10.40029727479555,10.519630006044213,31708500,29.83850942339216,16.0971048253433
2025-03-12,26.662063598632812,26.743600168316995,26.425611951549744,26.678370912569648,20300754,29.20507267543248,16.126583794930767
2025-03-12,30.629051208496094,30.898517755304553,30.5033019807372,30.682945203139678,20149100,26.499948229108536,13.519618943547336
2025-03-12,49.3537712097168,50.03312155707773,48.79377040556268,50.03312155707773,18825700,32.048994064331055,13.830945938524465
2025-03-13,27.094202041625977,27.1757368516891,26.61314419545288,26.662064376690562,32681045,32.12237548828125,13.79842132842824
2025-03-13,50.03312301635742,50.639028586198656,49.2986925532227,49.4639398451831,20584600,34.89438574654715,15.314237169201466
2025-03-13,10.694039344787598,10.758295972574373,10.455374746527616,10.519630498895422,35174100,29.28238582611084,16.045942039414363
2025-03-13,30.934446334838867,31.024269667015588,30.575163285361313,30.700912523998948,19263600,32.2000995363508,13.757336863338844
2025-03-14,51.676414489746094,51.78657818563428,50.63902947251347,50.67575187182312,31789300,35.77357823508127,15.247156333082359
2025-03-14,11.134650230407715,11.19890596913397,10.730754764480098,10.75829368857888,42086800,32.988663809640066,17.894016848589967
2025-03-14,27.974782943725586,28.170467180490657,27.175735159267415,27.232809875157255,35848233,29.93452262878418,16.39716869116469
2025-03-14,31.886550903320312,32.12008469809063,30.871569591228404,31.078158101404714,41529400,30.619143894740514,16.358814626581932
2025-03-17,52.420021057128906,52.54854944795178,51.538704532301175,51.67641177144825,23191800,30.96012932913644,16.84847499612801
2025-03-17,28.814598083496094,28.904287431517847,27.925862665463548,27.95847729419882,30713817,33.54878057752337,14.434956138039652
2025-03-17,11.299881935119629,11.391675736025352,11.134651867902852,11.143831510619098,23901600,30.743842806134904,16.74969038619681
2025-03-17,32.4793701171875,32.70392328542757,31.976369786822346,31.98535383234123,31175900,28.001407895769393,14.115627399537676
2025-03-18,52.80560302734375,52.8423254273656,51.97936653705612,52.511830831250556,18165300,33.95440115247454,14.595657472218758
2025-03-18,28.969514846801758,29.22961254574453,28.834982587141976,28.97848519117948,30775164,34.09650571005685,14.532441891042112
2025-03-18,32.50631332397461,32.703921195850974,32.25481488806593,32.50631332397461,15086400,34.18504319872175,14.518615310856015
2025-03-18,11.290701866149902,11.382495663590168,11.217266478030137,11.327419560209785,19650500,28.309426171439036,14.22859481621654
2025-03-19,29.041271209716797,29.247555682085988,28.91570575236123,29.148897737735442,25414117,28.34180804661342,14.230193961332285
2025-03-19,52.71379852294922,52.833144575386065,52.19051656493347,52.64953607210805,23211900,34.25808184487479,14.569037520599725
2025-03-19,11.391674995422363,11.501828074599235,11.217266172247033,11.290701558364946,25791100,31.245553970336914,16.9790194214814
2025-03-19,32.4793701171875,32.63206805332365,32.362601510308025,32.57817405943864,21180500,28.341806411743164,14.185596808298609
2025-03-20,28.77220344543457,29.193739190681125,28.565918983419934,28.996425073885042,32136515,28.31361906869071,14.184337623406307
2025-03-20,32.55122756958008,32.76679668431378,32.12008248729407,32.47936891372931,46921900,28.32003538949149,14.186560279556781
2025-03-20,52.54854965209961,52.77805938354266,52.12624908469355,52.36494116653705,17283200,34.214013644627165,14.499429878522244
2025-03-20,11.336599349975586,11.465110843146615,11.235625033433902,11.391675454072058,31369300,31.684774807521276,16.897930236464045
2025-03-21,52.74134063720703,52.74134063720703,52.17215744439613,52.28232114254386,30524100,31.68870939527239,16.903645047777065
2025-03-21,11.49265193939209,11.556907698103307,11.34578025810793,11.364139546550595,74318800,31.70313467298235,16.883468098110512
2025-03-21,28.834983825683594,28.969516091121903,28.682512632719778,28.799107732633125,49041184,31.182508059910365,16.911708732146895
2025-03-21,33.05422592163086,33.260814426754926,32.49733501971339,32.533264349233086,61175700,31.794225556509836,16.887419996334746
2025-03-24,33.009315490722656,33.179974663833974,32.7847623241191,32.96440554268383,20348000,31.859666688101633,16.891729428451786
2025-03-24,11.611981391906738,11.685416779530616,11.446752207462453,11.511007952778627,44562300,26.01158550807408,15.569851453169253
2025-03-24,28.861888885498047,28.987452565178675,28.646635856330974,28.7722012980121,32838563,28.515198298863,14.16223921326296
2025-03-24,52.46592712402344,53.466589714468945,52.29149748311271,53.20035757984568,18646500,28.475853511265345,14.083883932676306
2025-03-25,11.804750442504883,12.199466338952472,11.611982315800125,11.657879655571532,63764400,28.52043901171003,14.021515292607724
2025-03-25,52.64035415649414,53.016749990370116,52.42920561573842,52.62199295703181,15615800,31.92120620182582,16.73485480659555
2025-03-25,33.269798278808594,33.70093995130862,32.90153121939756,33.099135677787515,28036100,31.952002252851212,16.737485476788954
2025-03-25,29.095083236694336,29.552496842326146,28.969517784677418,28.969517784677418,19574017,31.392826216561453,16.76164197714185
2025-03-26,11.997518539428711,12.0709539327131,11.841468109844648,11.914903503129038,49065500,31.447902951921737,16.68627557008769
2025-03-26,28.781164169311523,29.238577674527157,28.6645690881782,29.193733005937357,32860090,31.436370849609375,16.688388430595896
2025-03-26,33.584171295166016,33.79974384430566,33.3686021724358,33.3686021724358,26870300,28.7389771597726,14.03835894428826
2025-03-26,52.961666107177734,53.28298184297954,52.68625512080526,52.695437471507404,29401600,34.618536540440154,14.378451625305004
2025-03-27,53.383968353271484,53.659379348232825,52.88822646111659,53.24626110477041,15345300,34.72476713997977,14.535678823737904
2025-03-27,11.95162296295166,12.089314116732796,11.896545976187802,12.0250583616908,40588300,31.67931352342878,16.927745471109272
2025-03-27,28.81704330444336,28.87982514230915,28.6645721199119,28.83498223097676,29373952,31.639593533107213,16.935144430523565
2025-03-27,33.835670471191406,34.10513701998453,33.58417201382129,33.620101343848305,28444400,34.75932952335903,14.558371455481936
2025-03-28,52.842323303222656,53.595114963206036,52.842323303222656,53.338061675426836,31146000,38.19663797106062,15.706833195059374
2025-03-28,11.786391258239746,11.969979729856478,11.74049392148084,11.933262035533131,25978000,35.08266939435686,18.657332493434733
2025-03-28,33.62009811401367,34.0242944719633,33.31470569094164,33.81770598376886,22057700,32.31958825247629,16.919488783353586
2025-03-28,28.422414779663086,28.826013335948783,28.22509891187866,28.682512488469687,22939851,28.753652027675084,14.142625569951898
2025-03-31,52.05281066894531,52.34658286126762,51.43772273361744,52.071171868720555,20469300,34.48239312853132,14.323037611751754
2025-03-31,33.37757873535156,33.808720354827145,33.3057235119768,33.5482378889745,26049400,35.13389819008963,14.124739837505937
2025-03-31,11.630339622497559,11.722134286417752,11.538544958577365,11.722134286417752,38613400,31.961708068847656,16.719958093230687
2025-03-31,28.17128562927246,28.34169398675722,27.884280410560777,28.34169398675722,26139340,28.4372741154262,13.956824846029953
2025-04-01,33.503334045410156,34.10513835447732,33.41351414323757,33.503334045410156,19075600,31.5396945135934,11.900950492140321
2025-04-01,28.178150177001953,28.420446880353275,27.97174973862634,28.169176551505842,12749134,30.762273379734584,11.920129694127255
2025-04-01,11.647003173828125,11.833953286680812,11.57222312868705,11.637655445323377,20578300,28.365786007472447,13.977681652354999
2025-04-01,52.502647399902344,53.18199777816469,52.28232000838643,52.42002375257369,12354800,28.430048397609166,14.105185448551277
2025-04-02,33.41351318359375,33.50333308318669,33.08117544340843,33.476387798590714,16959200,28.435181890215194,14.107292556152052
2025-04-02,11.674128532409668,11.749022627993353,11.552425403884166,11.683489624751596,18113400,28.441437448774064,14.098605910310324
2025-04-02,28.18712615966797,28.375579351023912,27.98072571694148,28.151229893935575,12147820,28.44370038168771,14.098556593173836
2025-04-02,52.26395797729492,52.60363141000192,51.96100344122926,52.52100776398771,13197700,31.123789514814103,16.753807641075937
2025-04-03,50.37279510498047,51.8141159448157,50.271810262361086,51.410180076378765,32351100,34.29445307595389,18.145780482990432
2025-04-03,11.898812294006348,12.048600503739817,11.561788822106045,11.561788822106045,46295700,34.33042580740793,18.093575179807775
2025-04-03,32.33565902709961,32.6051221670435,31.98535660253159,32.47039231027642,65896000,31.449427468436106,16.227102707205255
2025-04-03,28.68966293334961,28.89606336074074,27.89995748685042,27.953800999952836,32876673,30.77459171840123,16.230033981208457
2025-04-04,48.3622932434082,49.13344611866686,47.37080947434389,48.858035127940354,45819600,36.015758105686736,14.90354987637689
2025-04-04,31.033246994018555,31.446423998958974,30.368571538489956,31.20390959384003,87263200,36.42234679630825,14.691695680407372
2025-04-04,27.944828033447266,28.483263177159543,27.73842760119236,28.339681647497073,32585286,32.94818537575858,13.111690892272767
2025-04-04,11.767745971679688,11.852002054319277,11.55242566520791,11.6834898890401,48847400,27.43317835671561,12.672710184490679
2025-04-07,11.571148872375488,11.86136417217494,11.365190548964858,11.599234828774453,50116900,27.38636929648263,12.7400785796605
2025-04-07,29.80270004272461,31.033250580707747,29.739825422810785,30.46737557507354,85724900,27.02451801300049,12.61139857611416
2025-04-07,27.998668670654297,28.37557499551292,27.406388310442765,27.729451126463157,33261069,26.92580454690116,12.598890795972233
2025-04-07,47.78392791748047,49.09672393104586,46.97605263943082,47.47179452610043,35942800,26.843180928911483,12.43571986928573
2025-04-08,28.74280548095703,30.48533682973266,28.63501920659337,30.269767707414758,62128500,26.51597499847412,12.33683674857853
2025-04-08,28.007646560668945,28.510187228359253,27.81021974386266,28.303786785878373,37102660,26.524949073791504,12.33807214196624
2025-04-08,45.167518615722656,48.48163990113628,45.00227131879605,48.05933930785673,46815300,31.296345165797643,12.136549181043053
2025-04-08,11.252849578857422,11.739661224261189,11.149869522723636,11.674129110581935,56053800,31.250873838152206,12.223057645160184
2025-04-09,11.674128532409668,11.814554738427068,11.06561288978216,11.149868970515818,64688900,28.661077908107213,14.321436600952778
2025-04-09,29.91048240661621,30.16198429410418,27.880523199891375,28.123039328330595,106391600,28.93419415610177,14.324927900337812
2025-04-09,28.519161224365234,29.03067552437233,27.65766494055649,27.81919549377063,37906369,26.18208462851388,11.71226136431351
2025-04-09,47.600318908691406,47.793109752788105,44.77276071908173,45.12161650616448,56491900,28.87601511819022,14.285453181528903
2025-04-10,48.454097747802734,48.876398353262296,47.24228653675036,47.82983094186171,38010400,31.79693671635219,16.05858965492666
2025-04-10,11.65540599822998,11.65540599822998,11.383914645085314,11.599235866025237,29807400,27.00949205671038,16.39990459824519
2025-04-10,28.051179885864258,29.65898130800042,28.024234603547654,29.641016644319603,71250600,29.409253529139928,14.8674284398025
2025-04-10,28.402498245239258,28.752481963470895,27.935853875260793,28.41147187029806,36347258,31.799020630972727,12.732795977454494
2025-04-11,49.26197052001953,49.71181115192471,48.25212906347258,48.25212906347258,22129900,34.56351893288748,14.263212860329219
2025-04-11,28.608074188232422,29.012268866134267,27.64698689516204,28.293699407727832,65329400,34.57622078486851,14.256971272755925
2025-04-11,28.546083450317383,28.833248286420996,28.214046959926947,28.50121355902185,28350853,31.854187147957937,13.130349917426663
2025-04-11,11.814553260803223,11.983065401195045,11.655403104390487,11.720936099436159,28170600,26.619966506958008,12.70621218211831
2025-04-14,28.500286102294922,29.533231988789396,28.239805332622257,29.281730124517537,56015200,29.026377950395858,10.860853146488504
2025-04-14,11.917533874511719,12.01115194022142,11.777107668755209,11.983066877631728,18681300,26.721571377345494,12.664421209245686
2025-04-14,49.904598236083984,50.38197891371286,49.74852979241651,49.94132063483406,19994800,29.79329994746617,15.442927139036097
2025-04-14,29.012725830078125,29.183229994727874,28.689662987858647,28.86016891549956,27027200,26.90055070604597,12.870561802057157
2025-04-15,29.380659103393555,29.42552899508426,28.896065683526984,28.976831841168515,25716216,27.010919979640416,12.890941252083032
2025-04-15,49.39967727661133,50.17083013650965,49.1426239886181,49.92295919918083,17471900,29.990004811968124,15.458726227934976
2025-04-15,11.926896095275879,12.029876148152667,11.889449046813791,11.908173017448865,20639200,30.00605378832136,15.436754591862217
2025-04-15,27.844593048095703,28.626038832610405,27.826628383347153,28.500287892575273,58276900,29.912383352007186,15.449398645950893
2025-04-16,48.25212860107422,49.243608848650176,48.123600206018196,49.13344515492856,23105900,35.10303974151611,14.468556498688022
2025-04-16,11.908171653747559,12.1328539187899,11.870724609573834,11.880085701011296,29640200,29.674978801182338,15.103551545201734
2025-04-16,27.844593048095703,28.26675239045829,27.709861488891022,28.105075547335513,73227700,29.508102689470565,15.118533963440038
2025-04-16,29.33578872680664,29.542189167377472,29.1652845515933,29.25502257050011,32431301,29.501692635672434,15.118606515563908
2025-04-17,28.395126342773438,28.698866680240904,28.036159212622962,28.229449475868954,65752700,26.50104250226702,12.340319859863897
2025-04-17,48.545902252197266,48.94983814273935,48.2521300587047,48.454096252955345,23172400,31.73232909611293,12.882200558493654
2025-04-17,29.389633178710938,29.461425711710806,29.03964942856273,29.228102623948224,20502356,31.953049114772252,12.817561251862136
2025-04-17,11.96434211730957,12.067322161351635,11.805191951797273,11.954981025603187,26318600,26.769079617091588,12.460022042054245
2025-04-22,28.459556579589844,28.76329692489383,27.916505393202062,28.34910474694643,41683900,29.1335631779262,10.601796585409641
2025-04-22,11.917533874511719,12.020513925353999,11.795831639020365,11.908172782187183,23746500,26.858269010271346,12.469162102064054
2025-04-22,29.963966369628906,30.098574283673972,29.27297249569659,29.344763265654535,21624747,26.948008673531668,12.492203574344998
2025-04-22,49.40885543823242,49.84033486040244,48.43573290173601,48.80294987831142,16780900,29.94996997288295,15.141796388343886
2025-04-23,49.996402740478516,50.81345688428459,49.94132264218021,50.40034213888392,18377400,30.1571843283517,15.445572138110665
2025-04-23,28.137407302856445,29.251123072683562,28.07297779863639,28.855339826106295,71566500,29.978294917515345,15.463185024210032
2025-04-23,12.3107271194458,12.385621207574435,12.001788782713191,12.001788782713191,38980300,30.027778489249094,15.396340813117265
2025-04-23,30.592140197753906,30.663929202048326,30.107546788853917,30.233181072351684,28074813,30.33243329184396,15.381229604840032
2025-04-24,12.507325172424316,12.59158125048656,12.32008993940156,12.348175001152969,28878200,30.41668919154576,15.264717545497632
2025-04-24,28.008548736572266,28.385923057737685,27.66799052315422,28.358309660247894,61589200,30.13734381539481,15.292250521566455
2025-04-24,50.776737213134766,51.10722830401613,49.85869823370247,49.98722313049647,19621700,30.332755497523717,15.585482858550433
2025-04-24,31.18442153930664,31.238263294081754,30.574190303310264,30.645982835659716,27701953,27.64532961164202,13.044501795211332
2025-04-25,49.436397552490234,50.14328798562363,49.24361020764679,50.03312428886178,26162200,30.688042504446848,15.442128263421768
2025-04-25,28.091386795043945,28.284675308151613,27.796850914743313,27.925709923481758,35581500,32.94242245810373,13.317890530592326
2025-04-25,31.0677547454834,31.38184219993492,30.96006771898523,31.184418923006888,32716096,33.01036739349365,13.305108579281082
2025-04-25,12.52604866027832,12.647751780263437,12.44179258545724,12.497963599607287,26229400,33.0130421774728,13.300300807390748
2025-04-28,12.497962951660156,12.703921242980625,12.469876999637236,12.535409994882782,19185700,30.797244208199636,15.39936798464676
