Date,Close,High,Low,Open,Volume
2025-01-29,25.82651710510254,26.083071499110698,25.810968099395158,25.99755280775283,13655935
2025-01-30,26.45624351501465,26.572860229244263,25.83429330600873,25.83429330600873,29709865
2025-01-31,26.28520965576172,26.603958446407173,26.28520965576172,26.5495394373319,20432975
2025-02-03,26.042247772216797,26.283379057897818,25.85556391403312,26.19781737387935,25677405
2025-02-04,26.135587692260742,26.36116183959531,25.840007311355304,25.980018097554034,23154667
2025-02-05,26.53229331970215,26.76564691313624,26.25226833520391,26.306717450973757,45348664
2025-02-06,26.578960418701172,26.750085463082527,25.62998906785336,25.9022346027394,44044581
2025-02-07,26.38450050354004,26.812315662847887,26.21337376743964,26.67230318439177,40083613
2025-02-10,26.672306060791016,26.866765989680882,26.4545095956797,26.493401581457675,42687021
2025-02-11,26.952329635620117,27.146791247391715,26.75786970479187,26.75786970479187,35512412
2025-02-12,26.205596923828125,26.92121310708434,26.081141570013305,26.757867451322443,34311545
2025-02-13,26.345609664916992,26.368944518690974,26.09669895485046,26.221154309883726,15168830
2025-02-14,27.045665740966797,27.14678623106659,26.48561754559471,26.52451120551673,33546090
2025-02-17,27.100114822387695,27.457923718168683,27.100114822387695,27.131229077919006,20231641
2025-02-18,27.054784774780273,27.17701941273339,26.777717129982225,27.144422804868466,34668327
2025-02-19,26.802162170410156,26.956993407361022,26.68807581044354,26.93254683337583,25496918
2025-02-20,26.728824615478516,26.924400745269853,26.606588213588726,26.802164343380063,17946380
2025-02-21,26.647329330444336,26.736969111033332,26.51694467532217,26.704372506996116,34362303
2025-02-24,26.500646591186523,26.867353987053455,26.337667091713847,26.78586247629041,29019415
2025-02-25,26.769567489624023,27.00589025856603,26.590289665794675,26.712524305538285,29667378
2025-02-26,26.704378128051758,27.038488987194118,26.68807982260249,27.014040648506683,24486962
2025-02-27,26.679927825927734,26.989590303154408,26.679927825927734,26.86735567088919,23485390
2025-02-28,26.028003692626953,26.818459925250533,26.028003692626953,26.679926994130284,40016653
2025-03-05,26.41745948791504,26.55607078626188,26.091318469570556,26.425614026523977,29404182
2025-03-06,26.466381072998047,26.686527182431675,26.262542278559565,26.417459128012617,21081617
2025-03-07,26.58053207397461,26.841445605189204,26.295158449833846,26.401153360514332,23391804
2025-03-10,26.816984176635742,26.816984176635742,26.303311645015295,26.458228506011842,31361893
2025-03-11,26.58053207397461,26.865905698115373,26.42561521544114,26.865905698115373,21005253
2025-03-12,26.662063598632812,26.743600168316995,26.425611951549744,26.678370912569648,20300754
2025-03-13,27.094202041625977,27.1757368516891,26.61314419545288,26.662064376690562,32681045
2025-03-14,27.974782943725586,28.170467180490657,27.175735159267415,27.232809875157255,35848233
2025-03-17,28.814598083496094,28.904287431517847,27.925862665463548,27.95847729419882,30713817
2025-03-18,28.969514846801758,29.22961254574453,28.834982587141976,28.97848519117948,30775164
2025-03-19,29.041271209716797,29.247555682085988,28.91570575236123,29.148897737735442,25414117
2025-03-20,28.77220344543457,29.193739190681125,28.565918983419934,28.996425073885042,32136515
